,cuid,name,curr_plans,talktime,data,sms,Broadband,speed,plan_satisfaction,date_of_pur,ph_no,email_Id,income,door_no,street,city,zipcode,state,area,contact_preference
811,968588,,1499,,27,,250,150,3,2014-11-05 20:25:31,7886637697,,10.0,,,,,,,call
812,307569,,1299,,20,,150,100,8,2003-09-16 17:21:53,3693845974,,15.0,,,,,,,call
813,841358,,299,,5,,0,0,4,2017-05-14 00:18:41,9733733899,,7.5,,,,,,,WhatsApp
814,129271,,999,,15,,90,50,3,2018-11-25 16:46:27,4768838675,,21.0,,,,,,,WhatsApp
815,438843,,999,,15,,90,50,9,2002-04-12 00:16:57,6788786593,,7.5,,,,,,,call
816,407469,,1499,,27,,250,150,10,2009-02-01 04:24:13,5394697759,,10.0,,,,,,,WhatsApp
817,772572,,999,,15,,90,50,7,2007-10-24 21:03:34,9386936884,,7.5,,,,,,,WhatsApp
818,641152,,499,,8,,0,0,5,2002-01-26 00:52:23,7534337633,,0.0,,,,,,,WhatsApp
819,631977,,199,,3,,0,0,9,2014-06-04 21:13:20,3843646755,,7.5,,,,,,,WhatsApp
820,842585,,699,,12,,50,30,8,2017-01-29 03:46:53,7569998887,,7.5,,,,,,,Email
821,940228,,1299,,20,,150,100,2,2006-04-12 03:13:40,3735694943,,10.0,,,,,,,Email
822,232262,,199,,3,,0,0,8,2001-06-26 11:50:19,8744658894,,3.5,,,,,,,call
823,604942,,199,,3,,0,0,8,2016-12-07 13:22:42,9477938634,,0.0,,,,,,,Email
824,292959,,199,,3,,0,0,4,2004-01-05 13:34:42,3854987435,,7.5,,,,,,,WhatsApp
825,266375,,1499,,27,,250,150,3,2020-02-19 18:10:26,6795845378,,7.5,,,,,,,WhatsApp
826,640940,,1299,,20,,150,100,6,2007-02-26 13:06:58,9756368433,,4.6,,,,,,,WhatsApp
827,367256,,299,,5,,0,0,2,2018-05-23 02:00:35,6589698438,,4.6,,,,,,,Email
828,499205,,199,,3,,0,0,8,2005-06-10 13:03:43,7697573894,,7.5,,,,,,,Email
829,642227,,1499,,27,,250,150,5,2006-08-16 01:55:57,5853758663,,3.5,,,,,,,call
830,207598,,499,,8,,0,0,7,2018-12-03 08:25:59,7539477788,,3.5,,,,,,,call
831,704509,,699,,12,,50,30,10,2004-12-07 04:06:50,7758694759,,3.5,,,,,,,WhatsApp
832,149371,,1299,,20,,150,100,1,2005-10-05 01:42:51,9336855647,,21.0,,,,,,,Email
833,474392,,1299,,20,,150,100,9,2009-09-08 13:13:51,4447556544,,10.0,,,,,,,call
834,342990,,499,,8,,0,0,10,2018-05-13 00:33:03,3557383763,,10.0,,,,,,,Email
835,461448,,1299,,20,,150,100,8,2014-10-09 12:03:10,9457394759,,0.0,,,,,,,call
836,725854,,299,,5,,0,0,6,2014-10-02 18:31:54,5835477589,,5.5,,,,,,,WhatsApp
837,313850,,1499,,27,,250,150,1,2021-09-06 06:42:00,4746956787,,10.0,,,,,,,WhatsApp
838,161602,,499,,8,,0,0,2,2000-01-11 15:45:01,7993863353,,0.0,,,,,,,call
839,799260,,499,,8,,0,0,3,2004-06-18 04:42:52,4698569655,,0.0,,,,,,,Email
840,503015,,299,,5,,0,0,9,2018-07-28 09:30:11,6469499367,,5.5,,,,,,,call
841,667503,,199,,3,,0,0,3,2021-04-19 11:24:01,5699366733,,5.5,,,,,,,WhatsApp
842,101708,,1299,,20,,150,100,5,2003-04-14 21:41:23,3649539567,,10.0,,,,,,,call
843,620465,,699,,12,,50,30,3,2016-06-02 20:51:43,9844599797,,4.6,,,,,,,Email
844,705401,,699,,12,,50,30,1,2000-06-12 16:05:32,4763578689,,3.5,,,,,,,call
845,312835,,1499,,27,,250,150,8,2007-02-23 16:04:59,6986353493,,15.0,,,,,,,WhatsApp
846,839975,,199,,3,,0,0,7,2008-11-25 10:56:46,7964745778,,5.5,,,,,,,Email
847,352394,,999,,15,,90,50,2,2009-02-15 05:18:42,9957557738,,4.6,,,,,,,WhatsApp
848,482698,,1299,,20,,150,100,3,2008-01-02 05:18:50,6588874833,,0.0,,,,,,,call
849,904493,,699,,12,,50,30,1,2016-07-23 22:05:56,5474468457,,0.0,,,,,,,WhatsApp
850,779573,,699,,12,,50,30,10,2018-04-05 00:24:39,4645563685,,15.0,,,,,,,Email
851,857717,,299,,5,,0,0,10,2016-10-22 18:28:50,7998563749,,5.5,,,,,,,call
852,595903,,999,,15,,90,50,7,2006-07-15 20:16:52,5635735489,,3.5,,,,,,,WhatsApp
853,919181,,499,,8,,0,0,7,2019-12-27 17:09:06,7864755684,,7.5,,,,,,,WhatsApp
854,784146,,299,,5,,0,0,6,2006-10-13 00:02:49,7643369869,,15.0,,,,,,,call
855,761791,,999,,15,,90,50,1,2012-12-16 16:35:57,3446469338,,5.5,,,,,,,WhatsApp
856,625187,,1299,,20,,150,100,9,2002-05-28 00:03:50,7789436669,,0.0,,,,,,,WhatsApp
857,444950,,999,,15,,90,50,8,2019-04-09 17:15:22,7843479483,,21.0,,,,,,,call
858,834885,,699,,12,,50,30,9,2010-12-05 11:33:14,5549473358,,15.0,,,,,,,WhatsApp
859,631590,,499,,8,,0,0,5,2015-03-07 00:32:44,6893843338,,4.6,,,,,,,call
860,453372,,1499,,27,,250,150,5,2015-03-30 16:36:14,3339576594,,7.5,,,,,,,WhatsApp
861,484771,,199,,3,,0,0,10,2014-08-09 00:34:32,6435375985,,0.0,,,,,,,WhatsApp
862,916017,,699,,12,,50,30,5,2001-04-23 00:05:33,6686898464,,7.5,,,,,,,call
863,929977,,499,,8,,0,0,8,2014-04-30 08:47:10,7847577985,,10.0,,,,,,,WhatsApp
864,912950,,1499,,27,,250,150,6,2010-02-26 19:49:15,5844686745,,0.0,,,,,,,call
865,830679,,499,,8,,0,0,6,2016-08-30 15:30:40,3958548534,,10.0,,,,,,,call
866,136753,,199,,3,,0,0,4,2003-07-29 23:39:45,8863559489,,21.0,,,,,,,WhatsApp
867,299060,,1499,,27,,250,150,5,2017-12-16 18:37:57,7355357675,,4.6,,,,,,,Email
868,652803,,1299,,20,,150,100,6,2009-01-10 16:37:58,3336889596,,7.5,,,,,,,call
869,229473,,499,,8,,0,0,3,2002-01-23 08:09:38,6547989644,,3.5,,,,,,,WhatsApp
870,152728,,499,,8,,0,0,7,2020-11-21 17:27:54,5784686696,,7.5,,,,,,,WhatsApp
871,516862,,499,,8,,0,0,6,2016-07-01 20:49:38,6496435885,,3.5,,,,,,,call
872,591691,,1299,,20,,150,100,4,2018-01-03 20:45:55,8343567934,,3.5,,,,,,,WhatsApp
873,269739,,1299,,20,,150,100,3,2003-03-08 07:13:05,4395398555,,5.5,,,,,,,Email
874,856360,,999,,15,,90,50,2,2013-04-15 21:18:13,5438994336,,0.0,,,,,,,WhatsApp
875,883811,,699,,12,,50,30,2,2015-11-22 08:51:56,3366833674,,10.0,,,,,,,WhatsApp
876,158943,,299,,5,,0,0,5,2020-10-27 09:06:25,5488756563,,7.5,,,,,,,call
877,640955,,999,,15,,90,50,10,2018-08-22 06:55:29,7756883374,,21.0,,,,,,,Email
878,946594,,199,,3,,0,0,10,2018-12-22 12:53:33,4354743759,,21.0,,,,,,,WhatsApp
879,650791,,499,,8,,0,0,3,2005-05-09 22:31:08,4739445356,,0.0,,,,,,,call
880,469657,,999,,15,,90,50,1,2010-01-13 12:34:08,9769874733,,3.5,,,,,,,WhatsApp
881,131041,,499,,8,,0,0,9,2017-02-01 05:51:37,6578688783,,5.5,,,,,,,call
882,767866,,999,,15,,90,50,9,2016-05-29 22:16:48,4457563785,,21.0,,,,,,,call
883,196056,,499,,8,,0,0,7,2021-12-09 19:52:45,8873647843,,15.0,,,,,,,WhatsApp
884,485141,,699,,12,,50,30,5,2003-06-01 15:24:41,3848837588,,10.0,,,,,,,Email
885,292475,,499,,8,,0,0,4,2004-12-24 07:40:34,3587963764,,7.5,,,,,,,WhatsApp
886,459394,,299,,5,,0,0,10,2007-05-18 18:27:12,8446863959,,15.0,,,,,,,Email
887,196566,,1299,,20,,150,100,9,2008-12-15 22:57:28,7337755997,,4.6,,,,,,,Email
888,187151,,1299,,20,,150,100,6,2004-03-11 02:51:15,5984645788,,3.5,,,,,,,Email
889,463435,,999,,15,,90,50,4,2001-05-23 21:12:32,5738986635,,10.0,,,,,,,call
890,950391,,1299,,20,,150,100,6,2003-09-28 13:58:33,4883696546,,21.0,,,,,,,call
891,373345,,999,,15,,90,50,4,2002-11-15 00:38:09,8368365963,,0.0,,,,,,,WhatsApp
892,907230,,999,,15,,90,50,8,2018-03-17 11:40:35,8364688999,,15.0,,,,,,,WhatsApp
893,870119,,999,,15,,90,50,6,2011-12-14 00:12:38,6893965866,,4.6,,,,,,,Email
894,867100,,699,,12,,50,30,8,2018-06-01 10:35:42,7339973955,,15.0,,,,,,,WhatsApp
895,596909,,299,,5,,0,0,2,2006-11-28 05:40:09,6796349496,,5.5,,,,,,,WhatsApp
896,405974,,199,,3,,0,0,10,2020-09-20 02:58:27,3877434996,,4.6,,,,,,,call
897,449391,,499,,8,,0,0,8,2003-04-10 19:12:21,7998776675,,21.0,,,,,,,WhatsApp
898,696611,,999,,15,,90,50,8,2009-03-18 05:56:09,4544675894,,5.5,,,,,,,Email
899,462120,,499,,8,,0,0,7,2018-01-12 13:29:04,3797589674,,4.6,,,,,,,call
900,254068,,999,,15,,90,50,1,2001-02-02 20:38:36,7658577658,,5.5,,,,,,,call
901,335256,,299,,5,,0,0,3,2014-05-01 12:13:58,4787686775,,5.5,,,,,,,WhatsApp
902,236389,,299,,5,,0,0,2,2012-03-31 19:09:36,8963678835,,3.5,,,,,,,WhatsApp
903,689906,,299,,5,,0,0,3,2003-11-17 12:03:32,9533759535,,3.5,,,,,,,Email
904,596573,,499,,8,,0,0,9,2017-07-01 05:40:32,8364869969,,10.0,,,,,,,Email
905,504006,,199,,3,,0,0,10,2015-09-02 08:35:08,8843365856,,4.6,,,,,,,call
906,376738,,699,,12,,50,30,1,2005-11-19 23:57:23,6397746737,,0.0,,,,,,,WhatsApp
907,843495,,699,,12,,50,30,4,2006-05-30 10:03:58,6835697443,,5.5,,,,,,,call
908,829144,,199,,3,,0,0,4,2020-07-31 12:23:40,6669739394,,7.5,,,,,,,Email
909,793927,,299,,5,,0,0,5,2009-05-18 23:08:34,3348945485,,21.0,,,,,,,call
910,395863,,999,,15,,90,50,7,2007-03-12 12:22:28,9944975353,,4.6,,,,,,,call
911,563788,,1499,,27,,250,150,9,2003-03-26 03:21:57,8388955998,,10.0,,,,,,,call
912,517357,,499,,8,,0,0,9,2007-07-30 15:43:52,8638655393,,10.0,,,,,,,Email
913,525372,,299,,5,,0,0,10,2002-04-28 21:22:59,3475463575,,15.0,,,,,,,Email
914,193771,,199,,3,,0,0,9,2021-02-01 02:01:13,5358387697,,3.5,,,,,,,WhatsApp
915,897650,,699,,12,,50,30,1,2000-11-02 04:21:56,4795393483,,5.5,,,,,,,call
916,669843,,1499,,27,,250,150,2,2000-12-15 03:16:48,7533644676,,7.5,,,,,,,WhatsApp
917,750143,,299,,5,,0,0,8,2006-08-28 03:52:27,6943846893,,7.5,,,,,,,WhatsApp
918,782934,,699,,12,,50,30,9,2005-01-27 04:21:38,6683373749,,7.5,,,,,,,call
919,816700,,299,,5,,0,0,6,2019-12-28 12:09:38,3866775797,,21.0,,,,,,,call
920,639888,,699,,12,,50,30,3,2014-02-09 16:43:14,9934646339,,10.0,,,,,,,WhatsApp
921,739787,,299,,5,,0,0,7,2014-06-25 17:34:43,9537876579,,0.0,,,,,,,Email
922,971798,,699,,12,,50,30,6,2014-07-24 12:25:30,3764468938,,7.5,,,,,,,call
923,529107,,1299,,20,,150,100,8,2020-06-30 09:24:14,6788794433,,21.0,,,,,,,Email
924,114587,,299,,5,,0,0,9,2021-08-17 05:25:33,5856573945,,21.0,,,,,,,Email
925,903394,,1299,,20,,150,100,3,2016-10-17 01:47:38,4396343339,,21.0,,,,,,,Email
926,510780,,999,,15,,90,50,2,2019-07-24 17:40:34,9753544439,,10.0,,,,,,,WhatsApp
927,133866,,999,,15,,90,50,9,2014-05-16 03:03:22,5538364889,,0.0,,,,,,,call
928,746819,,199,,3,,0,0,10,2001-08-21 07:32:33,3898759349,,4.6,,,,,,,Email
929,968736,,699,,12,,50,30,1,2004-12-03 11:34:51,6493588773,,5.5,,,,,,,Email
930,311993,,299,,5,,0,0,6,2019-06-09 10:51:28,5964484867,,4.6,,,,,,,call
931,315920,,199,,3,,0,0,10,2003-06-22 16:59:49,3464455384,,15.0,,,,,,,Email
932,531373,,199,,3,,0,0,8,2011-11-01 18:53:16,8356865585,,10.0,,,,,,,Email
933,744753,,499,,8,,0,0,4,2010-03-18 19:02:28,9988434877,,3.5,,,,,,,Email
934,734927,,1499,,27,,250,150,3,2021-06-01 14:43:55,8458654473,,0.0,,,,,,,call
935,567591,,699,,12,,50,30,9,2002-03-18 12:47:28,7777853937,,4.6,,,,,,,WhatsApp
936,981829,,999,,15,,90,50,9,2007-03-23 11:26:57,6368477488,,15.0,,,,,,,WhatsApp
937,286545,,499,,8,,0,0,4,2003-02-13 11:42:32,3838986535,,21.0,,,,,,,Email
938,746155,,1299,,20,,150,100,10,2011-08-05 09:05:55,8445887896,,0.0,,,,,,,WhatsApp
939,260411,,499,,8,,0,0,2,2015-05-21 10:23:50,4395338963,,15.0,,,,,,,Email
940,378730,,199,,3,,0,0,6,2015-09-16 00:48:59,3495336395,,21.0,,,,,,,Email
941,496977,,999,,15,,90,50,9,2012-02-27 06:30:48,6993938939,,21.0,,,,,,,WhatsApp
942,463561,,199,,3,,0,0,7,2007-09-11 14:30:50,6883335843,,10.0,,,,,,,call
943,766151,,499,,8,,0,0,4,2003-08-09 01:27:31,5663535868,,4.6,,,,,,,Email
944,877750,,1299,,20,,150,100,10,2010-11-05 20:28:16,9595358836,,3.5,,,,,,,Email
945,902309,,499,,8,,0,0,7,2021-04-26 01:04:46,7698999793,,21.0,,,,,,,WhatsApp
946,768659,,199,,3,,0,0,4,2007-06-29 16:04:15,9767877869,,7.5,,,,,,,call
947,602004,,499,,8,,0,0,2,2006-11-29 23:15:51,9745866384,,15.0,,,,,,,call
948,652425,,299,,5,,0,0,10,2017-04-13 23:34:37,6454343998,,4.6,,,,,,,Email
949,695793,,1299,,20,,150,100,5,2003-03-23 00:54:52,6634764599,,10.0,,,,,,,Email
950,282574,,299,,5,,0,0,10,2000-07-07 18:00:58,8589845759,,5.5,,,,,,,Email
951,441477,,499,,8,,0,0,10,2006-10-10 17:03:38,6859737674,,10.0,,,,,,,Email
952,197372,,699,,12,,50,30,6,2007-10-31 14:53:01,6565345786,,3.5,,,,,,,call
953,798679,,1299,,20,,150,100,7,2007-10-09 18:29:29,5653876396,,21.0,,,,,,,WhatsApp
954,723503,,999,,15,,90,50,1,2010-10-31 20:36:54,7336953337,,3.5,,,,,,,WhatsApp
955,208844,,699,,12,,50,30,7,2017-07-19 02:27:35,6559546647,,4.6,,,,,,,Email
956,796475,,699,,12,,50,30,10,2014-11-11 00:33:05,7975897635,,3.5,,,,,,,WhatsApp
957,974924,,1499,,27,,250,150,8,2003-03-27 19:10:24,5459867336,,15.0,,,,,,,call
958,140670,,999,,15,,90,50,3,2009-09-16 14:13:58,7458848975,,10.0,,,,,,,call
959,301105,,1499,,27,,250,150,6,2012-02-23 09:05:38,5745956966,,15.0,,,,,,,call
960,872216,,1499,,27,,250,150,3,2005-07-01 22:39:10,5566753365,,5.5,,,,,,,Email
961,467528,,1299,,20,,150,100,7,2009-06-03 10:33:31,6484635377,,10.0,,,,,,,WhatsApp
962,759654,,499,,8,,0,0,1,2015-07-16 07:52:42,4876364898,,15.0,,,,,,,call
963,847609,,499,,8,,0,0,10,2008-01-24 22:39:11,8643938558,,7.5,,,,,,,call
964,486588,,299,,5,,0,0,2,2002-01-07 11:16:42,6463567555,,0.0,,,,,,,call
965,630071,,199,,3,,0,0,6,2009-03-10 11:04:02,7469564855,,10.0,,,,,,,WhatsApp
966,694546,,1499,,27,,250,150,1,2008-12-12 22:34:46,5858768798,,4.6,,,,,,,call
967,365746,,699,,12,,50,30,8,2014-03-20 16:06:49,6899386456,,3.5,,,,,,,Email
968,114955,,699,,12,,50,30,3,2010-05-26 19:20:39,9765749577,,5.5,,,,,,,call
969,279365,,199,,3,,0,0,10,2016-02-08 20:42:47,4369767439,,4.6,,,,,,,WhatsApp
970,933295,,1299,,20,,150,100,2,2018-03-25 04:41:38,6973397554,,4.6,,,,,,,Email
971,272204,,299,,5,,0,0,3,2005-08-28 02:51:54,8669355697,,15.0,,,,,,,Email
972,605739,,299,,5,,0,0,6,2009-06-01 08:13:01,9948455647,,3.5,,,,,,,call
973,531898,,1499,,27,,250,150,1,2008-11-02 01:54:33,8659655473,,4.6,,,,,,,WhatsApp
974,345507,,999,,15,,90,50,6,2004-09-01 01:03:46,5846486856,,4.6,,,,,,,Email
975,487625,,299,,5,,0,0,8,2019-06-04 00:47:32,4938397589,,4.6,,,,,,,WhatsApp
976,667743,,1299,,20,,150,100,1,2013-02-28 08:13:55,9968885843,,21.0,,,,,,,call
977,962289,,199,,3,,0,0,6,2007-09-20 00:29:18,8966468379,,5.5,,,,,,,Email
978,646015,,299,,5,,0,0,8,2011-11-13 01:51:05,8886483736,,10.0,,,,,,,call
979,806013,,499,,8,,0,0,2,2017-03-24 06:54:28,4999556965,,10.0,,,,,,,call
980,440744,,999,,15,,90,50,8,2003-10-07 18:40:25,6968364339,,10.0,,,,,,,call
981,903352,,1499,,27,,250,150,10,2014-09-29 10:09:08,5695855559,,5.5,,,,,,,WhatsApp
982,853271,,299,,5,,0,0,1,2008-09-20 13:32:45,6383693969,,21.0,,,,,,,WhatsApp
983,540382,,499,,8,,0,0,1,2012-07-18 09:50:30,8996886739,,3.5,,,,,,,WhatsApp
984,591007,,999,,15,,90,50,9,2020-05-28 06:54:41,6966966874,,7.5,,,,,,,call
985,847117,,299,,5,,0,0,5,2003-01-19 20:30:57,7968448996,,15.0,,,,,,,call
986,369342,,499,,8,,0,0,5,2011-06-26 14:55:49,7794699955,,5.5,,,,,,,call
987,756533,,699,,12,,50,30,7,2011-06-11 21:48:54,9898338539,,7.5,,,,,,,call
988,685233,,299,,5,,0,0,2,2004-08-04 18:44:03,7646637343,,21.0,,,,,,,WhatsApp
989,534364,,199,,3,,0,0,7,2009-09-25 13:25:25,6635645447,,4.6,,,,,,,Email
990,527864,,999,,15,,90,50,9,2021-11-19 11:51:58,5566864765,,0.0,,,,,,,Email
991,803384,,1499,,27,,250,150,8,2005-10-27 20:02:04,8695379985,,0.0,,,,,,,WhatsApp
992,255904,,699,,12,,50,30,4,2016-03-29 07:49:37,9575936895,,7.5,,,,,,,WhatsApp
993,703108,,1499,,27,,250,150,10,2017-07-06 10:23:10,5459564874,,15.0,,,,,,,call
994,542320,,699,,12,,50,30,5,2005-06-01 01:28:17,9384794958,,7.5,,,,,,,call
995,576575,,699,,12,,50,30,3,2001-01-13 02:04:05,4475577986,,4.6,,,,,,,WhatsApp
996,130606,,199,,3,,0,0,8,2009-12-13 21:09:24,3553853734,,10.0,,,,,,,Email
997,699611,,699,,12,,50,30,2,2013-06-18 09:07:11,9935344456,,0.0,,,,,,,call
998,109763,,299,,5,,0,0,6,2016-08-31 13:25:49,5433394743,,15.0,,,,,,,WhatsApp
999,241574,,999,,15,,90,50,7,2003-10-28 19:33:26,3764566833,,0.0,,,,,,,Email
1000,562005,,199,,3,,0,0,5,2014-01-11 01:11:22,9554644635,,5.5,,,,,,,WhatsApp
1001,173418,,299,,5,,0,0,10,2016-12-11 01:31:01,5676758844,,10.0,,,,,,,call
1002,321230,,999,,15,,90,50,8,2020-12-16 06:26:46,3793643963,,10.0,,,,,,,call
1003,497558,,199,,3,,0,0,2,2014-12-08 14:39:27,7367548638,,5.5,,,,,,,Email
1004,546663,,299,,5,,0,0,6,2012-07-15 02:55:42,5488735984,,15.0,,,,,,,Email
1005,761309,,1499,,27,,250,150,2,2011-07-14 19:06:23,4774738349,,21.0,,,,,,,WhatsApp
1006,743785,,499,,8,,0,0,8,2012-01-27 09:25:42,4445854666,,3.5,,,,,,,WhatsApp
1007,762814,,699,,12,,50,30,2,2002-12-26 13:48:04,8555855846,,15.0,,,,,,,WhatsApp
1008,704630,,1499,,27,,250,150,1,2006-09-05 09:50:50,6748834534,,10.0,,,,,,,Email
1009,768067,,199,,3,,0,0,8,2002-10-01 07:05:53,5834947386,,15.0,,,,,,,call
1010,641280,,499,,8,,0,0,4,2015-06-21 03:30:17,8699654687,,15.0,,,,,,,WhatsApp
1011,588785,,499,,8,,0,0,4,2017-04-25 17:51:58,5534578894,,7.5,,,,,,,WhatsApp
1012,282011,,1299,,20,,150,100,7,2018-07-10 21:21:33,5397657777,,21.0,,,,,,,Email
1013,588097,,199,,3,,0,0,4,2011-05-21 06:34:58,8678946833,,21.0,,,,,,,call
1014,592651,,299,,5,,0,0,4,2014-02-08 12:57:31,8597986794,,3.5,,,,,,,WhatsApp
1015,328081,,999,,15,,90,50,7,2013-11-27 10:06:19,8478343679,,21.0,,,,,,,WhatsApp
1016,971632,,299,,5,,0,0,4,2000-08-29 15:00:59,8368337486,,10.0,,,,,,,Email
1017,325518,,999,,15,,90,50,9,2003-04-22 23:32:04,9956355856,,5.5,,,,,,,call
1018,781990,,1299,,20,,150,100,5,2010-09-21 10:52:10,5338594775,,4.6,,,,,,,call
1019,126876,,499,,8,,0,0,5,2014-09-07 19:49:04,6576474486,,7.5,,,,,,,Email
1020,999945,,699,,12,,50,30,8,2006-09-09 12:20:49,8457894664,,5.5,,,,,,,call
1021,940212,,1299,,20,,150,100,8,2002-06-12 07:22:08,3465999368,,21.0,,,,,,,call
1022,158287,,499,,8,,0,0,6,2005-10-07 13:53:55,4768647893,,3.5,,,,,,,WhatsApp
1023,556496,,1499,,27,,250,150,3,2016-01-01 13:23:05,5945393948,,21.0,,,,,,,Email
1024,768338,,999,,15,,90,50,3,2014-11-11 23:00:00,3746996978,,15.0,,,,,,,call
1025,953739,,1299,,20,,150,100,9,2011-01-10 13:25:45,7365685589,,21.0,,,,,,,Email
1026,609670,,499,,8,,0,0,8,2021-04-16 04:39:08,5793889894,,5.5,,,,,,,WhatsApp
1027,839432,,499,,8,,0,0,9,2018-08-13 13:52:00,3363633886,,4.6,,,,,,,call
1028,331799,,199,,3,,0,0,1,2000-05-06 11:07:50,6759348887,,0.0,,,,,,,call
1029,829163,,499,,8,,0,0,6,2021-10-24 12:11:27,9779543895,,0.0,,,,,,,call
1030,871295,,499,,8,,0,0,10,2012-03-22 20:10:27,6594395957,,7.5,,,,,,,Email
1031,147052,,1499,,27,,250,150,1,2007-02-01 19:24:01,3484884574,,7.5,,,,,,,WhatsApp
1032,728888,,299,,5,,0,0,3,2015-09-14 14:35:13,4587334998,,3.5,,,,,,,call
1033,116115,,699,,12,,50,30,10,2021-07-15 05:56:32,3395765549,,7.5,,,,,,,call
1034,179142,,299,,5,,0,0,8,2019-10-06 08:43:24,9567395657,,3.5,,,,,,,Email
1035,730729,,499,,8,,0,0,2,2010-01-31 08:41:02,9949438539,,0.0,,,,,,,Email
1036,797488,,299,,5,,0,0,3,2020-05-16 20:51:00,7333764744,,3.5,,,,,,,Email
1037,386482,,1299,,20,,150,100,10,2002-02-20 04:12:55,6639954548,,3.5,,,,,,,Email
1038,161106,,1299,,20,,150,100,4,2004-10-27 04:36:43,3684998674,,7.5,,,,,,,WhatsApp
1039,208055,,299,,5,,0,0,2,2018-01-25 04:56:41,3765464387,,3.5,,,,,,,WhatsApp
1040,505224,,199,,3,,0,0,8,2008-02-25 13:34:04,8386457856,,10.0,,,,,,,call
1041,335065,,1499,,27,,250,150,6,2016-09-14 04:32:41,3857963675,,21.0,,,,,,,call
1042,668462,,699,,12,,50,30,8,2001-11-25 07:54:07,4894344333,,3.5,,,,,,,WhatsApp
1043,731289,,199,,3,,0,0,7,2008-07-22 04:22:33,6739998736,,21.0,,,,,,,call
1044,400890,,999,,15,,90,50,3,2016-08-21 13:37:26,8969636957,,10.0,,,,,,,call
1045,924069,,999,,15,,90,50,10,2001-09-02 04:55:42,8347868439,,5.5,,,,,,,call
1046,645992,,1499,,27,,250,150,1,2008-04-01 06:09:29,8639678444,,5.5,,,,,,,Email
1047,191783,,699,,12,,50,30,3,2015-03-20 08:44:47,8963335743,,3.5,,,,,,,Email
1048,147990,,999,,15,,90,50,7,2017-12-02 04:54:51,6784944463,,10.0,,,,,,,WhatsApp
1049,212440,,299,,5,,0,0,1,2002-01-12 10:31:33,5437477656,,15.0,,,,,,,WhatsApp
1050,865656,,299,,5,,0,0,1,2015-04-04 13:59:57,5753583578,,4.6,,,,,,,Email
1051,704554,,699,,12,,50,30,2,2011-12-07 10:48:50,9936667934,,4.6,,,,,,,WhatsApp
1052,980775,,1299,,20,,150,100,3,2013-09-14 07:27:59,9978997688,,4.6,,,,,,,Email
1053,294002,,1299,,20,,150,100,3,2016-08-10 11:04:21,8386568858,,21.0,,,,,,,Email
1054,572810,,1499,,27,,250,150,6,2020-12-10 12:50:50,7685844669,,21.0,,,,,,,Email
1055,605786,,299,,5,,0,0,5,2017-08-27 14:20:47,6753844343,,7.5,,,,,,,Email
1056,646620,,1499,,27,,250,150,5,2003-12-18 16:30:44,4947896588,,4.6,,,,,,,WhatsApp
1057,655427,,999,,15,,90,50,9,2006-01-17 18:31:34,3748539367,,5.5,,,,,,,call
1058,715547,,1499,,27,,250,150,9,2008-11-12 00:32:19,7364533696,,21.0,,,,,,,call
1059,668531,,999,,15,,90,50,9,2000-01-29 23:58:25,7587959736,,10.0,,,,,,,Email
1060,733873,,199,,3,,0,0,9,2020-12-16 11:32:41,7583989478,,21.0,,,,,,,call
1061,671880,,199,,3,,0,0,7,2006-06-20 14:27:19,6577697934,,7.5,,,,,,,Email
1062,674633,,999,,15,,90,50,9,2011-05-29 06:23:23,5895565984,,15.0,,,,,,,Email
1063,890658,,299,,5,,0,0,6,2007-05-31 16:10:23,5444764554,,7.5,,,,,,,call
1064,584508,,499,,8,,0,0,9,2014-08-27 12:51:45,6863374648,,3.5,,,,,,,Email
1065,122182,,1499,,27,,250,150,1,2004-01-17 21:50:22,8589574837,,3.5,,,,,,,call
1066,482429,,499,,8,,0,0,10,2012-12-06 19:58:59,7787873997,,4.6,,,,,,,call
1067,824617,,299,,5,,0,0,7,2006-09-06 04:42:02,8489744795,,0.0,,,,,,,Email
1068,152647,,1299,,20,,150,100,5,2019-12-30 03:50:13,3478875386,,3.5,,,,,,,call
1069,117461,,299,,5,,0,0,7,2003-11-16 00:16:40,4848897567,,0.0,,,,,,,WhatsApp
1070,643102,,299,,5,,0,0,9,2006-06-24 02:37:57,3887789535,,3.5,,,,,,,Email
1071,671448,,1299,,20,,150,100,7,2019-04-21 19:26:28,3453366734,,21.0,,,,,,,WhatsApp
1072,223531,,199,,3,,0,0,2,2015-12-06 10:43:26,4798887498,,3.5,,,,,,,Email
1073,875445,,199,,3,,0,0,8,2006-12-06 15:38:26,3337737588,,0.0,,,,,,,Email
1074,376877,,499,,8,,0,0,2,2003-06-09 06:42:53,6836633774,,0.0,,,,,,,call
1075,813258,,199,,3,,0,0,4,2009-04-30 22:14:10,8499589688,,10.0,,,,,,,WhatsApp
1076,919127,,299,,5,,0,0,5,2010-07-29 19:24:14,3936449549,,3.5,,,,,,,WhatsApp
1077,852518,,999,,15,,90,50,2,2018-08-26 06:30:23,9344589363,,3.5,,,,,,,Email
1078,785372,,499,,8,,0,0,9,2008-12-24 01:57:59,7953869863,,3.5,,,,,,,WhatsApp
1079,695112,,199,,3,,0,0,10,2001-11-13 04:42:15,8777994986,,21.0,,,,,,,call
1080,358141,,699,,12,,50,30,9,2013-09-13 09:43:17,8757774398,,4.6,,,,,,,Email
